BildeKrarup/B/B1.3_ls:# Time: 4.550000
BildeKrarup/B/B1.9_ls:# Time: 4.270000
BildeKrarup/B/B1.6_ls:# Time: 5.190000
BildeKrarup/B/B1.3:# Time: 2.520000
BildeKrarup/B/B1.8_ls:# Time: 6.130000
BildeKrarup/B/B1.6:# Time: 2.760000
BildeKrarup/B/B1.1_ls:# Time: 4.750000
BildeKrarup/B/B1.5:# Time: 2.720000
BildeKrarup/B/B1.4:# Time: 3.640000
BildeKrarup/B/B1.10:# Time: 3.610000
BildeKrarup/B/B1.7:# Time: 4.570000
BildeKrarup/B/B1.2:# Time: 4.140000
BildeKrarup/B/B1.4_ls:# Time: 6.330000
BildeKrarup/B/B1.7_ls:# Time: 7.670000
BildeKrarup/B/B1.10_ls:# Time: 6.100000
BildeKrarup/B/B1.5_ls:# Time: 4.630000
BildeKrarup/B/B1.2_ls:# Time: 6.870000
BildeKrarup/B/B1.1:# Time: 2.920000
BildeKrarup/B/B1.9:# Time: 2.590000
BildeKrarup/B/B1.8:# Time: 3.640000
BildeKrarup/Eq/5/E5.6_ls:# Time: 2.650000
BildeKrarup/Eq/5/E5.2:# Time: 2.570000
BildeKrarup/Eq/5/E5.3_ls:# Time: 3.710000
BildeKrarup/Eq/5/E5.8_ls:# Time: 3.380000
BildeKrarup/Eq/5/E5.1_ls:# Time: 3.540000
BildeKrarup/Eq/5/E5.10:# Time: 2.860000
BildeKrarup/Eq/5/E5.4_ls:# Time: 3.710000
BildeKrarup/Eq/5/E5.7_ls:# Time: 4.100000
BildeKrarup/Eq/5/E5.1:# Time: 2.680000
BildeKrarup/Eq/5/E5.5:# Time: 2.280000
BildeKrarup/Eq/5/E5.9_ls:# Time: 4.160000
BildeKrarup/Eq/5/E5.2_ls:# Time: 3.500000
BildeKrarup/Eq/5/E5.5_ls:# Time: 3.080000
BildeKrarup/Eq/5/E5.10_ls:# Time: 3.870000
BildeKrarup/Eq/5/E5.9:# Time: 3.160000
BildeKrarup/Eq/5/E5.7:# Time: 3.430000
BildeKrarup/Eq/5/E5.4:# Time: 2.740000
BildeKrarup/Eq/5/E5.3:# Time: 2.800000
BildeKrarup/Eq/5/E5.8:# Time: 2.500000
BildeKrarup/Eq/5/E5.6:# Time: 2.040000
BildeKrarup/Eq/7/E7.5:# Time: 1.010000
BildeKrarup/Eq/7/E7.2:# Time: 1.280000
BildeKrarup/Eq/7/E7.5_ls:# Time: 1.430000
BildeKrarup/Eq/7/E7.1:# Time: 1.100000
BildeKrarup/Eq/7/E7.1_ls:# Time: 1.600000
BildeKrarup/Eq/7/E7.8:# Time: 1.080000
BildeKrarup/Eq/7/E7.4_ls:# Time: 1.680000
BildeKrarup/Eq/7/E7.3:# Time: 1.260000
BildeKrarup/Eq/7/E7.2_ls:# Time: 1.840000
BildeKrarup/Eq/7/E7.3_ls:# Time: 1.820000
BildeKrarup/Eq/7/E7.7_ls:# Time: 1.990000
BildeKrarup/Eq/7/E7.8_ls:# Time: 1.580000
BildeKrarup/Eq/7/E7.4:# Time: 1.080000
BildeKrarup/Eq/7/E7.10_ls:# Time: 1.700000
BildeKrarup/Eq/7/E7.10:# Time: 1.100000
BildeKrarup/Eq/7/E7.6:# Time: 1.170000
BildeKrarup/Eq/7/E7.9_ls:# Time: 1.680000
BildeKrarup/Eq/7/E7.7:# Time: 1.390000
BildeKrarup/Eq/7/E7.9:# Time: 1.060000
BildeKrarup/Eq/7/E7.6_ls:# Time: 1.760000
BildeKrarup/Eq/4/E4.9_ls:# Time: 6.210000
BildeKrarup/Eq/4/E4.2:# Time: 4.920000
BildeKrarup/Eq/4/E4.3_ls:# Time: 6.090000
BildeKrarup/Eq/4/E4.9:# Time: 4.800000
BildeKrarup/Eq/4/E4.3:# Time: 4.580000
BildeKrarup/Eq/4/E4.5_ls:# Time: 5.920000
BildeKrarup/Eq/4/E4.8:# Time: 4.840000
BildeKrarup/Eq/4/E4.5:# Time: 4.330000
BildeKrarup/Eq/4/E4.1_ls:# Time: 4.950000
BildeKrarup/Eq/4/E4.6:# Time: 3.990000
BildeKrarup/Eq/4/E4.1:# Time: 3.630000
BildeKrarup/Eq/4/E4.6_ls:# Time: 5.190000
BildeKrarup/Eq/4/E4.10_ls:# Time: 6.220000
BildeKrarup/Eq/4/E4.4:# Time: 4.480000
BildeKrarup/Eq/4/E4.7:# Time: 4.620000
BildeKrarup/Eq/4/E4.2_ls:# Time: 6.370000
BildeKrarup/Eq/4/E4.8_ls:# Time: 6.350000
BildeKrarup/Eq/4/E4.7_ls:# Time: 5.970000
BildeKrarup/Eq/4/E4.4_ls:# Time: 5.480000
BildeKrarup/Eq/4/E4.10:# Time: 4.970000
BildeKrarup/Eq/2/E2.6:# Time: 13.680000
BildeKrarup/Eq/2/E2.2:# Time: 11.950000
BildeKrarup/Eq/2/E2.4_ls:# Time: 16.129999
BildeKrarup/Eq/2/E2.10_ls:# Time: 16.190001
BildeKrarup/Eq/2/E2.9_ls:# Time: 16.010000
BildeKrarup/Eq/2/E2.5_ls:# Time: 18.200001
BildeKrarup/Eq/2/E2.1:# Time: 10.970000
BildeKrarup/Eq/2/E2.1_ls:# Time: 13.590000
BildeKrarup/Eq/2/E2.4:# Time: 12.640000
BildeKrarup/Eq/2/E2.3:# Time: 12.760000
BildeKrarup/Eq/2/E2.7:# Time: 13.540000
BildeKrarup/Eq/2/E2.8_ls:# Time: 18.840000
BildeKrarup/Eq/2/E2.7_ls:# Time: 17.260000
BildeKrarup/Eq/2/E2.2_ls:# Time: 14.830000
BildeKrarup/Eq/2/E2.8:# Time: 14.850000
BildeKrarup/Eq/2/E2.10:# Time: 13.210000
BildeKrarup/Eq/2/E2.9:# Time: 12.750000
BildeKrarup/Eq/2/E2.6_ls:# Time: 17.500000
BildeKrarup/Eq/2/E2.3_ls:# Time: 15.750000
BildeKrarup/Eq/2/E2.5:# Time: 14.630000
BildeKrarup/Eq/6/E6.3_ls:# Time: 2.060000
BildeKrarup/Eq/6/E6.9_ls:# Time: 2.190000
BildeKrarup/Eq/6/E6.9:# Time: 1.640000
BildeKrarup/Eq/6/E6.10_ls:# Time: 2.510000
BildeKrarup/Eq/6/E6.8:# Time: 2.430000
BildeKrarup/Eq/6/E6.1_ls:# Time: 3.050000
BildeKrarup/Eq/6/E6.2_ls:# Time: 2.310000
BildeKrarup/Eq/6/E6.7:# Time: 1.490000
BildeKrarup/Eq/6/E6.6:# Time: 2.040000
BildeKrarup/Eq/6/E6.4_ls:# Time: 2.490000
BildeKrarup/Eq/6/E6.6_ls:# Time: 2.480000
BildeKrarup/Eq/6/E6.4:# Time: 1.960000
BildeKrarup/Eq/6/E6.8_ls:# Time: 3.090000
BildeKrarup/Eq/6/E6.3:# Time: 1.500000
BildeKrarup/Eq/6/E6.5:# Time: 1.920000
BildeKrarup/Eq/6/E6.2:# Time: 1.740000
BildeKrarup/Eq/6/E6.10:# Time: 1.920000
BildeKrarup/Eq/6/E6.7_ls:# Time: 1.970000
BildeKrarup/Eq/6/E6.1:# Time: 2.160000
BildeKrarup/Eq/6/E6.5_ls:# Time: 2.480000
BildeKrarup/Eq/3/E3.9_ls:# Time: 8.890000
BildeKrarup/Eq/3/E3.8:# Time: 7.960000
BildeKrarup/Eq/3/E3.4:# Time: 6.570000
BildeKrarup/Eq/3/E3.6:# Time: 7.680000
BildeKrarup/Eq/3/E3.6_ls:# Time: 9.620000
BildeKrarup/Eq/3/E3.9:# Time: 6.940000
BildeKrarup/Eq/3/E3.8_ls:# Time: 9.790000
BildeKrarup/Eq/3/E3.10:# Time: 6.690000
BildeKrarup/Eq/3/E3.7_ls:# Time: 9.250000
BildeKrarup/Eq/3/E3.2_ls:# Time: 9.360000
BildeKrarup/Eq/3/E3.5_ls:# Time: 8.240000
BildeKrarup/Eq/3/E3.7:# Time: 7.170000
BildeKrarup/Eq/3/E3.2:# Time: 7.560000
BildeKrarup/Eq/3/E3.10_ls:# Time: 8.790000
BildeKrarup/Eq/3/E3.3_ls:# Time: 9.670000
BildeKrarup/Eq/3/E3.1_ls:# Time: 10.500000
BildeKrarup/Eq/3/E3.3:# Time: 7.580000
BildeKrarup/Eq/3/E3.1:# Time: 8.700000
BildeKrarup/Eq/3/E3.4_ls:# Time: 7.880000
BildeKrarup/Eq/3/E3.5:# Time: 6.580000
BildeKrarup/Eq/9/E9.6_ls:# Time: 0.660000
BildeKrarup/Eq/9/E9.7_ls:# Time: 0.620000
BildeKrarup/Eq/9/E9.10:# Time: 0.300000
BildeKrarup/Eq/9/E9.4:# Time: 0.280000
BildeKrarup/Eq/9/E9.5:# Time: 0.400000
BildeKrarup/Eq/9/E9.3:# Time: 0.260000
BildeKrarup/Eq/9/E9.2:# Time: 0.210000
BildeKrarup/Eq/9/E9.10_ls:# Time: 0.580000
BildeKrarup/Eq/9/E9.8_ls:# Time: 0.680000
BildeKrarup/Eq/9/E9.9_ls:# Time: 0.670000
BildeKrarup/Eq/9/E9.1_ls:# Time: 0.630000
BildeKrarup/Eq/9/E9.9:# Time: 0.370000
BildeKrarup/Eq/9/E9.2_ls:# Time: 0.480000
BildeKrarup/Eq/9/E9.8:# Time: 0.400000
BildeKrarup/Eq/9/E9.1:# Time: 0.360000
BildeKrarup/Eq/9/E9.3_ls:# Time: 0.580000
BildeKrarup/Eq/9/E9.5_ls:# Time: 0.640000
BildeKrarup/Eq/9/E9.4_ls:# Time: 0.590000
BildeKrarup/Eq/9/E9.6:# Time: 0.300000
BildeKrarup/Eq/9/E9.7:# Time: 0.350000
BildeKrarup/Eq/10/E10.9:# Time: 0.160000
BildeKrarup/Eq/10/E10.2_ls:# Time: 0.450000
BildeKrarup/Eq/10/E10.5:# Time: 0.180000
BildeKrarup/Eq/10/E10.4:# Time: 0.150000
BildeKrarup/Eq/10/E10.10_ls:# Time: 0.460000
BildeKrarup/Eq/10/E10.10:# Time: 0.200000
BildeKrarup/Eq/10/E10.1_ls:# Time: 0.480000
BildeKrarup/Eq/10/E10.7_ls:# Time: 0.400000
BildeKrarup/Eq/10/E10.9_ls:# Time: 0.430000
BildeKrarup/Eq/10/E10.8:# Time: 0.130000
BildeKrarup/Eq/10/E10.8_ls:# Time: 0.370000
BildeKrarup/Eq/10/E10.7:# Time: 0.140000
BildeKrarup/Eq/10/E10.4_ls:# Time: 0.470000
BildeKrarup/Eq/10/E10.1:# Time: 0.180000
BildeKrarup/Eq/10/E10.6_ls:# Time: 0.480000
BildeKrarup/Eq/10/E10.3:# Time: 0.170000
BildeKrarup/Eq/10/E10.2:# Time: 0.150000
BildeKrarup/Eq/10/E10.3_ls:# Time: 0.460000
BildeKrarup/Eq/10/E10.5_ls:# Time: 0.460000
BildeKrarup/Eq/10/E10.6:# Time: 0.180000
BildeKrarup/Eq/8/E8.4:# Time: 0.730000
BildeKrarup/Eq/8/E8.7_ls:# Time: 0.990000
BildeKrarup/Eq/8/E8.5:# Time: 0.840000
BildeKrarup/Eq/8/E8.10:# Time: 0.760000
BildeKrarup/Eq/8/E8.3_ls:# Time: 1.080000
BildeKrarup/Eq/8/E8.1_ls:# Time: 1.060000
BildeKrarup/Eq/8/E8.3:# Time: 0.630000
BildeKrarup/Eq/8/E8.6:# Time: 0.750000
BildeKrarup/Eq/8/E8.6_ls:# Time: 1.110000
BildeKrarup/Eq/8/E8.9_ls:# Time: 0.960000
BildeKrarup/Eq/8/E8.4_ls:# Time: 1.080000
BildeKrarup/Eq/8/E8.2_ls:# Time: 1.120000
BildeKrarup/Eq/8/E8.1:# Time: 0.610000
BildeKrarup/Eq/8/E8.5_ls:# Time: 1.170000
BildeKrarup/Eq/8/E8.8_ls:# Time: 0.980000
BildeKrarup/Eq/8/E8.7:# Time: 0.660000
BildeKrarup/Eq/8/E8.10_ls:# Time: 1.140000
BildeKrarup/Eq/8/E8.8:# Time: 0.650000
BildeKrarup/Eq/8/E8.2:# Time: 0.770000
BildeKrarup/Eq/8/E8.9:# Time: 0.670000
BildeKrarup/Eq/1/E1.3:# Time: 36.619999
BildeKrarup/Eq/1/E1.1:# Time: 26.480000
BildeKrarup/Eq/1/E1.1_ls:# Time: 33.700001
BildeKrarup/Eq/1/E1.5_ls:# Time: 40.430000
BildeKrarup/Eq/1/E1.6_ls:# Time: 34.110001
BildeKrarup/Eq/1/E1.10_ls:# Time: 40.400002
BildeKrarup/Eq/1/E1.9:# Time: 30.270000
BildeKrarup/Eq/1/E1.7_ls:# Time: 43.549999
BildeKrarup/Eq/1/E1.4:# Time: 27.160000
BildeKrarup/Eq/1/E1.8_ls:# Time: 41.900002
BildeKrarup/Eq/1/E1.7:# Time: 33.880001
BildeKrarup/Eq/1/E1.2_ls:# Time: 38.700001
BildeKrarup/Eq/1/E1.10:# Time: 32.090000
BildeKrarup/Eq/1/E1.8:# Time: 32.029999
BildeKrarup/Eq/1/E1.9_ls:# Time: 38.549999
BildeKrarup/Eq/1/E1.4_ls:# Time: 35.259998
BildeKrarup/Eq/1/E1.3_ls:# Time: 46.299999
BildeKrarup/Eq/1/E1.6:# Time: 26.540001
BildeKrarup/Eq/1/E1.5:# Time: 31.770000
BildeKrarup/Eq/1/E1.2:# Time: 30.389999
BildeKrarup/C/C1.5_ls:# Time: 24.049999
BildeKrarup/C/C1.3_ls:# Time: 23.090000
BildeKrarup/C/C1.6_ls:# Time: 19.410000
BildeKrarup/C/C1.10:# Time: 16.209999
BildeKrarup/C/C1.9_ls:# Time: 25.040001
BildeKrarup/C/C1.1_ls:# Time: 20.469999
BildeKrarup/C/C1.7:# Time: 16.730000
BildeKrarup/C/C1.8:# Time: 17.059999
BildeKrarup/C/C1.7_ls:# Time: 20.450001
BildeKrarup/C/C1.8_ls:# Time: 21.870001
BildeKrarup/C/C1.4_ls:# Time: 20.030001
BildeKrarup/C/C1.10_ls:# Time: 20.610001
BildeKrarup/C/C1.1:# Time: 15.930000
BildeKrarup/C/C1.5:# Time: 19.180000
BildeKrarup/C/C1.2_ls:# Time: 24.980000
BildeKrarup/C/C1.4:# Time: 15.480000
BildeKrarup/C/C1.3:# Time: 17.910000
BildeKrarup/C/C1.2:# Time: 18.900000
BildeKrarup/C/C1.9:# Time: 20.270000
BildeKrarup/C/C1.6:# Time: 14.740000
BildeKrarup/Dq/5/D5.10_ls:# Time: 0.740000
BildeKrarup/Dq/5/D5.1:# Time: 0.440000
BildeKrarup/Dq/5/D5.1_ls:# Time: 0.690000
BildeKrarup/Dq/5/D5.4:# Time: 0.540000
BildeKrarup/Dq/5/D5.3_ls:# Time: 0.660000
BildeKrarup/Dq/5/D5.2:# Time: 0.520000
BildeKrarup/Dq/5/D5.3:# Time: 0.430000
BildeKrarup/Dq/5/D5.5:# Time: 0.450000
BildeKrarup/Dq/5/D5.8:# Time: 0.540000
BildeKrarup/Dq/5/D5.9_ls:# Time: 0.660000
BildeKrarup/Dq/5/D5.6:# Time: 0.400000
BildeKrarup/Dq/5/D5.4_ls:# Time: 0.830000
BildeKrarup/Dq/5/D5.2_ls:# Time: 0.810000
BildeKrarup/Dq/5/D5.7:# Time: 0.480000
BildeKrarup/Dq/5/D5.10:# Time: 0.470000
BildeKrarup/Dq/5/D5.6_ls:# Time: 0.660000
BildeKrarup/Dq/5/D5.5_ls:# Time: 0.710000
BildeKrarup/Dq/5/D5.9:# Time: 0.480000
BildeKrarup/Dq/5/D5.8_ls:# Time: 0.780000
BildeKrarup/Dq/5/D5.7_ls:# Time: 0.730000
BildeKrarup/Dq/7/D7.10_ls:# Time: 0.190000
BildeKrarup/Dq/7/D7.5:# Time: 0.040000
BildeKrarup/Dq/7/D7.4:# Time: 0.040000
BildeKrarup/Dq/7/D7.1_ls:# Time: 0.200000
BildeKrarup/Dq/7/D7.6_ls:# Time: 0.190000
BildeKrarup/Dq/7/D7.3:# Time: 0.080000
